Chapter/Prapathaka,Section/Khanda,Verse,Text
2,24,1,"The teachers of Brahman (Veda) declare, as the Pratah-savana (morning-oblation) belongs to the Vasus, the Madhyandina-savana (noon-libation) to the Rudras, the third Savana (evening-libation) to the Adityas and the Visve Devas,"
2,24,2,"Where then is the world of the sacrificer? He who does not know this, how can he perform the sacrifice? He only who knows, should perform it."
2,24,3,"Before the beginning of the Prataranuvaka (matin-chant), the sacrificer, sitting down behind the household altar (garhapatya), and looking towards the north, sings the Saman, addressed to the Vasus:"
2,24,4,"`Open the door of the world (the earth), let us see thee, that we may rule (on earth).'"
2,24,5,"Then he sacrifices, saying: `Adoration to Agni, who dwells on the earth, who dwells in the world! Obtain that world for me, the sacrificer! That is the world for the sacrificer!'"
2,24,6,"`I (the sacrificer) shall go thither, when this life is over. Take this! (he says, in offering the libation.) Cast back the bolt!' Having said this, he rises. For him the Vasus fulfil the morning-oblation."
2,24,7,"Before the beginning of the Madhyandinasavana, the noon-oblation, the sacrificer, sitting down behind the Agnidhriya altar, and looking towards the north, sings the Saman, addressed to the Rudras:"
2,24,8,"`Open the door of the world (the sky), let us see thee, that we may rule wide (in the sky).'"
2,24,9,"Then he sacrifices, saying: `Adoration to Vayu (air), who dwells in the sky, who dwells in the world. Obtain that world for me, the sacrificer! That is the world for the sacrificer!'"
2,24,10,"`I (the sacrificer) shall go thither, when this life is over. Take this! Cast back the bolt!' Having said this, he rises. For him the Rudras fulfil the noonoblation."
2,24,11,"Before the beginning of the third oblation, the sacrificer, sitting down behind the Ahavaniya altar, and looking towards the north, sings the Saman, addressed to the Adityas and Visve Devas:"
2,24,12,"`Open the door of the world (the heaven), let us see thee, that we may rule supreme (in heaven).' This is addressed to the Adityas."
2,24,13,"Next the Saman addressed to the Visve Devas: `Open the door of the world (heaven), let us see thee, that we may rule supreme (in heaven).'"
2,24,14,"Then he sacrifices, saying: `Adoration to the Adityas and to the Visve Devas, who dwell in heaven, who dwell in the world. Obtain that world for me, the sacrificer!'"
2,24,15,"`That is the world for the sacrificer! I (the sacrificer) shall go thither, when this life is over. Take this! Cast back the bolt!' Having said this, he rises."
2,24,16,"For him the Adityas and the Visve Devas fulfil the third oblation. He who knows this, knows the full measure of the sacrifice, yea, he knows it. "
3,1,1,"The sun is indeed the honey of the Devas. The heaven is the cross-beam (from which) the sky (hangs as) a hive, and the bright vapours are the eggs of the bees."
3,1,2,"The eastern rays of the sun are the honey-cells in front. The Rik verses are the bees, the Rig-veda (sacrifice) is the flower, the water (of the sacrificial libations) is the nectar (of the flower)."
3,1,3,"Those very Rik verses then (as bees) brooded over the Rig-veda sacrifice (the flower); and from it, thus brooded on, sprang as its (nectar) essence, fame, glory of countenance, vigour, strength, and health."
3,1,4,That (essence) flowed forth and went towards the sun. And that forms what we call the red (rohita) light of the rising sun.
3,2,1,"The southern rays of the sun are the honey-cells on the right. The Yagus verses are the bees, the Yagur-veda sacrifice is the flower, the water (of the sacrificial libations) is the nectar (of the flower)."
3,2,2,"Those very Yagus verses (as bees) brooded over the Yagur-veda sacrifice (the flower); and from it, thus brooded on, sprang as its (nectar) essence, fame, glory of countenance, vigour, strength, and health."
3,2,3,That flowed forth and went towards the sun. And that forms what we call the white (sukla) light of the sun.
3,3,1,"The western rays of the sun are the honey-cells behind. The Saman verses are the bees, the Samaveda sacrifice is the flower, the water is the nectar."
3,3,2,"Those very Saman verses (as bees) brooded over the Sama-veda sacrifice; and from it, thus brooded on, sprang as its (nectar) essence, fame, glory of countenance, vigour, strength, and health."
3,3,3,That flowed forth and went towards the sun. And that forms what we call the dark (krishna) light of the sun.
3,4,1,"The northern rays of the sun are the honey-cells on the left. The (hymns of the) Atharvangiras are the bees, the Itihasa-purana (the reading of the old stories) is the flower, the water is the nectar."
3,4,2,"Those very hymns of the Atharvangiras (as bees) brooded over the Itihasa-purana; and from it, thus brooded on, sprang as its (nectar) essence, fame, glory of countenance, vigour, strength, and health."
3,4,3,"That flowed forth, and went towards the sun. And that forms what we call the extreme dark (parah krishnam) light of the sun."
3,5,1,"The upward rays of the sun are the honey-cells above. The secret doctrines are the bees, Brahman (the Om) is the flower, the water is the nectar."
3,5,2,"Those secret doctrines (as bees) brooded over Brahman (the Om); and from it, thus brooded on, sprang as its (nectar) essence, fame, glory of countenance, brightness, vigour, strength, and health."
3,5,3,"That flowed forth, and went towards the sun. And that forms what seems to stir in the centre of the sun."
3,5,4,"These (the different colours in the sun) are the essences of the essences. For the Vedas are essences (the best things in the world); and of them (after they have assumed the form of sacrifice) these (the colours rising to the sun) are again the essences. They are the nectar of the nectar. For the Vedas are nectar (immortal), and of them these are the nectar."
3,6,1,"On the first of these nectars (the red light, which represents fame, glory of countenance, vigour, strength, health) the Vasus live, with Agni at their head. True, the Devas do not eat or drink, but they enjoy by seeing the nectar."
3,6,2,"They enter into that (red) colour, and they rise from that colour."
3,6,3,"He who thus knows this nectar, becomes one of the Vasus, with Agni at their head, he sees the nectar and rejoices. And he, too, having entered that colour, rises again from that colour."
3,6,4,"So long as the sun rises in the east and sets in the west, so long does he follow the sovereign supremacy of the Vasus."
3,7,1,"On the second of these nectars the Rudras live, with Indra at their head. True, the Devas do not eat or drink, but they enjoy by seeing the nectar."
3,7,2,"They enter into that white colour, and they rise from that colour."
3,7,3,"He who thus knows this nectar, becomes one of the Rudras, with Indra at their head, he sees the nectar and rejoices. And he, having entered that colour, rises again from that colour."
3,7,4,"So long as the sun rises in the east and sets in the west, twice as long does it rise in the south and set in the north; and so long does he follow the sovereign supremacy of the Rudras."
3,8,1,"On the third of these nectars the Adityas live, with Varuna at their head. True, the Devas do not eat or drink, but they enjoy by seeing the nectar."
3,8,2,"They enter into that (dark) colour, and they rise from that colour."
3,8,3,"He who thus knows this nectar, becomes one of the Adityas, with Varuna at their head, he sees the nectar and rejoices. And he, having entered that colour, rises again from that colour."
3,8,4,"So long as the sun rises in the south and sets in the north, twice as long does it rise in the west and set in the east; and so long does he follow the sovereign supremacy of the Adityas."
3,9,1,"On the fourth of these nectars the Maruts live, with Soma at their head. True, the Devas do not eat or drink, but they enjoy by seeing the nectar."
3,9,2,"They enter in that (very dark) colour, and they rise from that colour."
3,9,3,"He who thus knows this nectar, becomes one of the Maruts, with Soma at their head, he sees the nectar and rejoices. And he, having entered that colour, rises again from that colour."
3,9,4,"So long as the sun rises in the west and sets in the east, twice as long does it rise in the north and set in the south; and so long does he follow the sovereign supremacy of the Maruts."
3,10,1,"On the fifth of these nectars the Sadhyas live, with Brahman at their head. True, the Devas do not eat or drink, but they enjoy by seeing the nectar."
3,10,2,"They enter into that colour, and they rise from that colour."
3,10,3,"He who thus knows this nectar, becomes one of the Sadhyas, with Brahman at their head; he sees the nectar and rejoices. And he, having entered that colour, rises again from that colour."
3,10,4,"So long as the sun rises in the north and sets in the south, twice as long does it rise above, and set below; and so long does he follow the sovereign power of the Sadhyas."
3,11,1,"When from thence he has risen upwards, he neither rises nor sets. He is alone, standing in the centre. And on this there is this verse:"
3,11,2,"`Yonder he neither rises nor sets at any time. If this is not true, ye gods, may I lose Brahman.'"
3,11,3,"And indeed to him who thus knows this Brahmaupanishad (the secret doctrine of the Veda) the sun does not rise and does not set. For him there is day, once and for all."
3,11,4,"This doctrine (beginning with 3, 1, 1) Brahman (m. Hiranyagarbha) told to Pragapati (Virag), Pragapati to Manu, Manu to his offspring (Ikshvaku, &c.) And the father told that (doctrine of) Brahman (n.) to Uddalaka Aruni."
3,11,5,"A father may therefore tell that doctrine of Brahman to his eldest son, or to a worthy pupil. But no one should tell it to anybody else, even if he gave him the whole sea-girt earth, full of treasure, for this doctrine is worth more than that, yea, it is worth more."
3,12,1,"The Gayatri (verse) is everything whatsoever here exists. Gayatri indeed is speech, for speech sings forth (gaya-ti) and protects (traya-te) everything that here exists."
3,12,2,"That Gayatri is also the earth, for everything that here exists rests on the earth, and does not go beyond."
3,12,3,"That earth again is the body in man, for in it the vital airs (pranas, which are everything) rest, and do not go beyond."
3,12,4,"That body again in man is the heart within man, for in it the pranas (which are everything) rest, and do not go beyond."
3,12,5,"That Gayatri has four feet and is sixfold. And this is also declared by a Rik verse (Rig-veda X, 90, 3):"
3,12,6,"`Such is the greatness of it (of Brahman, under the disguise of Gayatri); greater than it is the Person (purusha). His feet are all things. The immortal with three feet is in heaven (i.e. in himself).'"
3,12,7,"The Brahman which has been thus described (as immortal with three feet in heaven, and as Gayatri) is the same as the ether which is around us;"
3,12,8,"And the ether which is around us, is the same as the ether which is within us. And the ether which is within us,"
3,12,9,That is the ether within the heart. That ether in the heart (as Brahman) is omnipresent and unchanging. He who knows this obtains omnipresent and unchangeable happiness.
3,13,1,"For that heart there are five gates belonging to the Devas (the senses). The eastern gate is the Prana (up-breathing), that is the eye, that is Aditya (the sun). Let a man meditate on that as brightness (glory of countenance) and health. He who knows this, becomes bright and healthy."
3,13,2,"The southern gate is the Vyana (back-breathing), that is the ear, that is the moon. Let a man meditate on that as happiness and fame. He who knows this, becomes happy and famous."
3,13,3,"The western gate is the Apana (down-breathing), that is speech, that is Agni (fire). Let a man meditate on that as glory of countenance and health. He who knows this, becomes glorious and healthy."
3,13,4,"The northern gate is the Samana (on-breathing), that is mind, that is Parganya (rain). Let a man meditate on that as celebrity and beauty. He who knows this, becomes celebrated and beautiful."
3,13,5,"The upper gate is the Udana (out-breathing), that is air, that is ether. Let a man meditate on that as strength and greatness. He who knows this, becomes strong and great."
3,13,6,"These are the five men of Brahman, the doorkeepers of the Svarga (heaven) world. He who knows these five men of Brahman, the door-keepers of the Svarga world, in his family a strong son is born. He who thus knows these five men of Brahman, as the door-keepers of the Svarga world, enters himself the Svarga world."
3,13,7,"Now that light which shines above this heaven, higher than all, higher than everything, in the highest world, beyond which there are no other worlds, that is the same light which is within man. And of this we have this visible proof:"
3,13,8,"Namely, when we thus perceive by touch the warmth here in the body. And of it we have this audible proof: Namely, when we thus, after stopping our ears, listen to what is like the rolling of a carriage, or the bellowing of an ox, or the sound of a burning fire (within the ears). Let a man meditate on this as the (Brahman) which is seen and heard. He who knows this, becomes conspicuous and celebrated, yea, he becomes celebrated."
3,14,1,"All this is Brahman (n.) Let a man meditate on that (visible world) as beginning, ending, and breathing in it (the Brahman). Now man is a creature of will. According to what his will is in this world, so will he be when he has departed this life. Let him therefore have this will and belief:"
3,14,2,"The intelligent, whose body is spirit, whose form is light, whose thoughts are true, whose nature is like ether (omnipresent and invisible), from whom all works, all desires, all sweet odours and tastes proceed; he who embraces all this, who never speaks, and is never surprised,"
3,14,3,"He is my self within the heart, smaller than a corn of rice, smaller than a corn of barley, smaller than a mustard seed, smaller than a canary seed or the kernel of a canary seed. He also is my self within the heart, greater than the earth, greater than the sky, greater than heaven, greater than all these worlds."
3,14,4,"He from whom all works, all desires, all sweet odours and tastes proceed, who embraces all this, who never speaks and who is never surprised, he, my self within the heart, is that Brahman (n.) When I shall have departed from hence, I shall obtain him (that Self). He who has this faith has no doubt; thus said Sandilya, yea, thus he said."
3,15,1,"The chest which has the sky for its circumference and the earth for its bottom, does not decay, for the quarters are its sides, and heaven its lid above. That chest is a treasury, and all things are within it."
3,15,2,"Its eastern quarter is called Guhu, its southern Sahamana, its western Ragni, its northern Subhuta. The child of those quarters is Vayu, the air, and he who knows that the air is indeed the child of the quarters, never weeps for his sons. `I know the wind to be the child of the quarters, may I never weep for my sons.'"
3,15,3,`I turn to the imperishable chest with such and such and such.' `I turn to the Prana (life) with such and such and such.' `I turn to Bhuh with such and such and such.' `I turn to Bhuvah with such and such and such.' `I turn to Svah with such and such and such.'
3,15,4,"`When I said, I turn to Pran, then Pran means all whatever exists here to that I turn.'"
3,15,5,"`When I said, I turn to Bhuh, what I said is, I turn to the earth, the sky, and heaven.'"
3,15,6,"`When I said, I turn to Bhuvah, what I said is, I turn to Agni (fire), Vayu (air), Aditya (sun).'"
3,15,7,"`When I said, I turn to Svah, what I said is, I turn to the Rig-veda, Yagur-veda, and Sama-veda. That is what I said, yea, that is what I said.'"
3,16,1,"Man is sacrifice. His (first) twenty-four years are the morning-libation. The Gayatri has twentyfour syllables, the morning-libation is offered with Gayatri hymns. The Vasus are connected with that part of the sacrifice. The Pranas (the five senses) are the Vasus, for they make all this to abide (vasayanti)."
3,16,2,"If anything ails him in that (early) age, let him say: `Ye Pranas, ye Vasus, extend this my morning-libation unto the midday-libation, that I, the sacrificer, may not perish in the midst of the Pranas or Vasus.' Thus he recovers from his illness, and becomes whole."
3,16,3,"The next forty-four years are the midday-libation. The Trishtubh has forty-four syllables, the midday-libation is offered with Trishtubh hymns. The Rudras are connected with that part of it. The Pranas are the Rudras, for they make all this to cry (rodayanti)."
3,16,4,"If anything ails him in that (second) age, let him say: `Ye Pranas, ye Rudras, extend this my midday-libation unto the third libation, that I, the sacrificer, may not perish in the midst of the Pranas or Rudras.' Thus he recovers from his illness, and becomes whole."
3,16,5,"The next forty-eight years are the third libation. The Gagati has forty-eight syllables, the third libation is offered with Gagati hymns. The Adityas are connected with that part of it. The Pranas are the Adityas, for they take up all this (adadate)."
3,16,6,"If anything ails him in that (third) age, let him say: `Ye Pranas, ye Adityas, extend this my third libation unto the full age, that I, the sacrificer, may not perish in the midst of the Pranas or Adityas.' Thus he recovers from his illness, and becomes whole."
3,16,7,"Mahidasa Aitareya (the son of Itara), who knew this, said (addressing a disease): `Why dost thou afflict me, as I shall not die by it?' He lived a hundred and sixteen years (i.e. 24 + 44 + 48). He, too, who knows this lives on to a hundred and sixteen years."
3,17,1,"When a man (who is the sacrificer) hungers, thirsts, and abstains from pleasures, that is the Diksha (initiatory rite)."
3,17,2,"When a man eats, drinks, and enjoys pleasures, he does it with the Upasadas (the sacrificial days on which the sacrificer is allowed to partake of food)."
3,17,3,"When a man laughs, eats, and delights himself, he does it with the Stuta-sastras (hymns sung and recited at the sacrifices)."
3,17,4,"Penance, liberality, righteousness, kindness, truthfulness, these form his Dakshinas (gifts bestowed on priests, &c.)"
3,17,5,"Therefore when they say, `There will be a birth,' and `there has been a birth' (words used at the Soma-sacrifice, and really meaning, `He will pour out the Soma-juice,' and `he has poured out the Somajuice'), that is his new birth. His death is the Avabhritha ceremony (when the sacrificial vessels are carried away to be cleansed)."
3,17,6,"Ghora Angirasa, after having communicated this (view of the sacrifice) to Krishna, the son of Devaki and he never thirsted again (after other knowledge) said: `Let a man, when his end approaches, take refuge with this Triad: ""Thou art the imperishable,"" ""Thou art the unchangeable,"" ""Thou art the edge of Prana.""' On this subject there are two Rik verses (Rig-veda VIII, 6, 30):"
3,17,7,"`Then they see (within themselves) the everpresent light of the old seed (of the world, the Sat), the highest, which is lighted in the brilliant (Brahman).' Rig-veda 1, 50, 10: `Perceiving above the darkness (of ignorance) the higher light (in the sun), as the higher light within the heart, the bright source (of light and life) among the gods, we have reached the highest light, yea, the highest light.'"
3,18,1,"Let a man meditate on mind as Brahman (n.), this is said with reference to the body. Let a man meditate on the ether as Brahman (n.), this is said with reference to the Devas. Thus both the meditation which has reference to the body, and the meditation which has reference to the Devas, has been taught."
3,18,2,"That Brahman (mind) has four feet (quarters). Speech is one foot, breath is one foot, the eye is one foot, the ear is one foot so much with reference to the body. Then with reference to the gods, Agni (fire) is one foot, Vayu (air) is one foot, Aditya (sun) is one foot, the quarters are one foot. Thus both the worship which has reference to the body, and the worship which has reference to the Devas, has been taught."
3,18,3,"Speech is indeed the fourth foot of Brahman. That foot shines with Agni (fire) as its light, and warms. He who knows this, shines and warms through his celebrity, fame, and glory of countenance."
3,18,4,"Breath is indeed the fourth foot of Brahman. That foot shines with Vayu (air) as its light, and warms. He who knows this, shines and warms through his celebrity, fame, and glory of countenance."
3,18,5,"The eye is indeed the fourth foot of Brahman. That foot shines with Aditya (sun) as its light, and warms. He who knows this, shines and warms through his celebrity, fame, and glory of countenance."
3,18,6,"The ear is indeed the fourth foot of Brahman. That foot shines with the quarters as its light, and warms. He who knows this, shines and warms through his celebrity, fame, and glory of countenance."
3,19,1,"Aditya (the sun) is Brahman, this is the doctrine, and this is the fuller account of it: In the beginning this was non-existent. It became existent, it grew. It turned into an egg. The egg lay for the time of a year. The egg broke open. The two halves were one of silver, the other of gold."
3,19,2,"The silver one became this earth, the golden one the sky, the thick membrane (of the white) the mountains, the thin membrane (of the yoke) the mist with the clouds, the small veins the rivers, the fluid the sea."
3,19,3,"And what was born from it that was Aditya, the sun. When he was born shouts of hurrah arose, and all beings arose, and all things which they desired. Therefore whenever the sun rises and sets, shouts of hurrah arise, and all beings arise, and all things which they desire."
3,19,4,"If any one knowing this meditates on the sun as Brahman, pleasant shouts will approach him and will continue, yea, they will continue. "
4,1,1,"There lived once upon a time Ganasruti Pautrayana (the great-grandson of Ganasruta), who was a pious giver, bestowing much wealth upon the people, and always keeping open house. He built places of refuge everywhere, wishing that people should everywhere eat of his food."
4,1,2,"Once in the night some Hamsas (flamingoes) flew over his house, and one flamingo said to another: `Hey, Bhallaksha, Bhallaksha (short-sighted friend). The light (glory) of Ganasruti Pautrayana has spread like the sky. Do not go near, that it may not burn thee.'"
4,1,3,"The other answered him: `How can you speak of him, being what he is (a raganya, noble), as if he were like Raikva with the car?'"
4,1,4,"The first replied: `How is it with this Raikva with the car of whom thou speakest?' The other answered: `As (in a game of dice) all the lower casts belong to him who has conquered with the Krita cast, so whatever good deeds other people perform, belong to that Raikva. He who knows what he knows, he is thus spoken of by me.'"
4,1,5,"Ganasruti Pautrayana overheard this conversation, and as soon as he had risen in the morning, he said to his door-keeper (kshattri): `Friend, dost thou speak of (me, as if I were) Raikva with the car?' He replied: `How is it with this Raikva with the car?'"
4,1,6,"The king said: `As (in a game of dice), all the lower casts belong to him who has conquered with the Krita cast, so whatever good deeds other people perform, belong to that Raikva. He who knows what he knows, he is thus spoken of by me.'"
4,1,7,"The door-keeper went to look for Raikva, but returned saying, `I found him not.' Then the king the solitude of the forest), there go for him.'"
4,1,8,"The door-keeper came to a man who was lying beneath a car and scratching his sores. He addressed him, and said: `Sir, are you Raikva with the car?' He answered: `Here I am.' Then the door-keeper returned, and said: `I have found him.'"
4,2,1,"Then Ganasruti Pautrayana took six hundred cows, a necklace, and a carriage with mules, went to Raikva and said:"
4,2,2,"`Raikva, here are six hundred cows, a necklace, and a carriage with mules; teach me the deity which you worship.'"
4,2,3,"The other replied: `Fie, necklace and carriage be thine, O Sudra, together with the cows.' The Ganasruti Pautrayana took again a thousand cows, a necklace, a carriage with mules, and his own daughter, and went to him."
4,2,4,"He said to him: `Raikva, there are a thousand cows, a necklace, a carriage with mules, this wife, and this village in which thou dwellest. Sir, teach me!'"
4,2,5,"He, opening her mouth, said: `You have brought these (cows and other presents), O Sudra, but only by that mouth did you make me speak.' These are the Raikva-parna villages in the country of the Mahavrishas (mahapunyas) where Raikva dwelt under him. And he said to him:"
4,3,1,"`Air (vayu) is indeed the end of all. For when fire goes out, it goes into air. When the sun goes down, it goes into air. When the moon goes down, it goes into air."
4,3,2,"`When water dries up, it goes into air. Air indeed consumes them all. So much with reference to the Devas."
4,3,3,"`Now with reference to the body. Breath (prana) is indeed the end of all. When a man sleeps, speech goes into breath, so do sight, hearing, and mind. Breath indeed consumes them all."
4,3,4,"`These are the two ends, air among the Devas, breath among the senses (pranah).'"
4,3,5,"Once while Saunaka Kapeya and Abhipratarin Kakshaseni were being waited on at their meal, a religious student begged of them. They gave him nothing."
4,3,6,"He said: `One god who is he? swallowed the four great ones, he, the guardian of the world. O Kapeya, mortals see him not, O Abhipratarin, though he dwells in many places. He to whom this food belongs, to him it has not been given.'"
4,3,7,"Saunaka Kapeya, pondering on that speech, went to the student and said: `He is the self of the Devas, the creator of all beings, with golden tusks, the eater, not without intelligence. His greatness is said to be great indeed, because, without being eaten, he eats even what is not food. Thus do we, O Brahmakarin, meditate on that Being.' Then he said: `Give him food.'"
4,3,8,"They gave him food. Now these five (the eater Vayu (air), and his food, Agni (fire), Aditya (sun), Kandramas (moon), Ap (water)) and the other five (the eater Prana (breath), and his food, speech, sight, hearing, mind) make ten, and that is the Krita (the highest) cast (representing the ten, the eaters and the food). Therefore in all quarters those ten are food (and) Krita (the highest cast). These are again the Virag (of ten syllables) which eats the food. Through this all this becomes seen. He who knows this sees all this and becomes an eater of food, yea, he becomes an eater of food."
4,4,1,"Satyakama, the son of Gabala, addressed his mother and said: `I wish to become a Brahmakarin (religious student), mother. Of what family am I?'"
4,4,2,"She said to him: `I do not know, my child, of what family thou art. In my youth when I had to move about much as a servant (waiting on the guests in my father's house), I conceived thee. I do not know of what family thou art. I am Gabala by name, thou art Satyakama (Philalethes). Say that thou art Satyakama Gabala.'"
4,4,3,"He going to Gautama Haridrumata said to him, `I wish to become a Brahmakarin with you, Sir. May I come to you, Sir?'"
4,4,4,"He {Gautama} said to him: `Of what family are you, my friend?' He {Satyakama} replied: `I do not know, Sir, of what family I am. I asked my mother, and she answered: ""In my youth when I had to move about much as a servant, I conceived thee. I do not know of what family thou art. I am Gabala by name, thou art Satyakama,"" I am therefore Satyakama Gabala, Sir.' would thus speak out. Go and fetch fuel, friend, I shall initiate you. You have not swerved from the truth.' Having initiated him, he chose four hundred lean and weak cows, and said: `Tend these, friend.' He drove them out and said to himself, `I shall not return unless I bring back a thousand.' He dwelt a number of years (in the forest), and when the cows had become a thousand,"
4,5,1,"The bull of the herd (meant for Vayu) said to him: `Satyakama!' He replied: `Sir!' The bull said: `We have become a thousand, lead us to the house of the teacher;"
4,5,2,"`And I will declare to you one foot of Brahman.' `Declare it, Sir,' he replied. He said to him: `The eastern region is one quarter, the western region is one quarter, the southern region is one quarter, the northern region is one quarter. This is a foot of Brahman, consisting of the four quarters, and called Prakasavat (endowed with splendour)."
4,5,3,"`He who knows this and meditates on the foot of Brahman, consisting of four quarters, by the name of Prakasavat, becomes endowed with splendour in this world. He conquers the resplendent worlds, whoever knows this and meditates on the foot of Brahman, consisting of the four quarters, by the name of Prakasavat."
4,6,1,"`Agni will declare to you another foot of Brahman.' (After these words of the bull), Satyakama, on the morrow, drove the cows (toward the house of the teacher). And when they came towards the evening, he lighted a fire, penned the cows, laid wood on the fire, and sat down behind the fire, looking to the east."
4,6,2,Then Agni (the fire) said to him: `Satyakama!' He replied: `Sir.'
4,6,3,"Agni said: `Friend, I will declare unto you one foot of Brahman.' `Declare it, Sir,' he replied. He said to him: `The earth is one quarter, the sky is one quarter, the heaven is one quarter, the ocean is one quarter. This is a foot of Brahman, consisting of four quarters, and called Anantavat (endless)."
4,6,4,"`He who knows this and meditates on the foot of Brahman, consisting of four quarters, by the name of Anantavat, becomes endless in this world. He conquers the endless worlds, whoever knows this and meditates on the foot of Brahman, consisting of four quarters, by the name of Anantavat."
4,7,1,"`A Hamsa (flamingo, meant for the sun) will declare to you another foot of Brahman.' (After these words of Agni), Satyakama, on the morrow, drove the cows onward. And when they came towards the evening, he lighted a fire, penned the cows, laid wood on the fire, and sat down behind the fire, looking toward the east."
4,7,2,Then a Hamsa flew near and said to him: `Satyakama.' He replied: `Sir.'
4,7,3,"The Hamsa said: `Friend, I will declare unto you one foot of Brahman.' `Declare it, Sir,' he replied. He said to him: `Fire is one quarter, the sun is one quarter, the moon is one quarter, lightning is one quarter. This is a foot of Brahman, consisting of four quarters, and called Gyotishmat (full of light)."
4,7,4,"`He who knows this and meditates on the foot of Brahman, consisting of four quarters, by the name of Gyotishmat, becomes full of light in this world. He conquers the worlds which are full of light, whoever knows this and meditates on the foot of Brahman, consisting of four quarters, by the name of Gyotishmat."
4,8,1,"`A diver-bird (Madgu, meant for Pran) will declare to you another foot of Brahman.' (After these words of the Hamsa), Satyakama, on the morrow, drove the cows onward. And when they came towards the evening, he lighted a fire, penned the cows, laid wood on the fire, and sat down behind the fire, looking toward the east."
4,8,2,Then a diver flew near and said to him: `Satyakama.' He replied: `Sir.'
4,8,3,"The diver said: `Friend, I will declare unto you one foot of Brahman.' `Declare it, Sir,' he replied. He said to him: `Breath is one quarter, the eye is one quarter, the ear is one quarter, the mind is one quarter. This is a foot of Brahman, consisting of four quarters, and called Ayatanavat (having a home). `He who knows this and meditates on the foot of Brahman, consisting of four quarters, by the name of Ayatanavat, becomes possessed of a home in this world. He conquers the worlds which offer a home, whoever knows this and meditates on the foot of Brahman, consisting of four quarters, by the name of Ayatanavat.'"
4,9,1,Thus he reached the house of his teacher. The teacher said to him: `Satyakama.' He replied: `Sir.'
4,9,2,"The teacher said: `Friend, you shine like one who knows Brahman. Who then has taught you?' He replied: `Not men. But you only, Sir, I wish, should teach me;"
4,9,3,"`For I have heard from men like you, Sir, that only knowledge which is learnt from a teacher (Akarya), leads to real good.' Then he taught him the same knowledge. Nothing was left out, yea, nothing was left out."
4,10,1,"Upakosala Kamalayana dwelt as a Brahmakarin (religious student) in the house of Satyakama Gabala. He tended his fires for twelve years. But the teacher, though he allowed other pupils (after they had learnt the sacred books) to depart to their own homes, did not allow Upakosala to depart."
4,10,2,"Then his wife said to him: `This student, who is quite exhausted (with austerities), has carefully tended your fires. Let not the fires themselves blame you, but teach him.' The teacher, however, went away on a journey without having taught him."
4,10,3,"The student from sorrow was not able to eat. Then the wife of the teacher said to him: `Student, eat! Why do you not eat?' He said: `There are many desires in this man here, which lose themselves in different directions. I am full of sorrows, and shall take no food.'"
4,10,4,"Thereupon the fires said among themselves: `This student, who is quite exhausted, has carefully tended us. Well, let us teach him.' They said to him:"
4,10,5,"`Breath is Brahman, Ka (pleasure) is Brahman, Kha (ether) is Brahman.' He said: `I understand that breath is Brahman, but I do not understand Ka or Kha.' They said: `What is Ka is Kha, what is Kha is Ka.' They therefore taught him Brahman as breath, and as the ether (in the heart)."
4,11,1,"After that the Garhapatya fire taught him: `Earth, fire, food, and the sun (these are my forms, or forms of Brahman). The person that is seen in the sun, I am he, I am he indeed."
4,11,2,"`He who knowing this meditates on him, destroys sin, obtains the world (of Agni Garhapatya), reaches his full age, and lives long; his descendants do not perish. We guard him in this world and in the other, whosoever knowing this meditates on him.'"
4,12,1,"Then the Anvaharya fire taught him: `Water, the quarters, the stars, the moon (these are my forms). The person that is seen in the moon, I am he, I am he indeed."
4,12,2,"`He who knowing this meditates on him, destroys sin, obtains the world (of Agni Anvaharya), reaches his full age, and lives long; his descendants do not perish. We guard him in this world and in the other, whosoever knowing this meditates on him.'"
4,13,1,"Then the Ahavaniya fire taught him: `Breath, ether, heaven, and lightning (these are my forms). The person that is seen in the lightning, I am he, I am he indeed."
4,13,2,"`He who knowing this meditates on him, destroys sin, obtains the world (of Agni Ahavaniya), reaches his full age, and lives long; his descendants do not perish. We guard him in this world and in the other, whosoever knowing this meditates on him.'"
4,14,1,"Then they all said: `Upakosala, this is our knowledge, our friend, and the knowledge of the Self, but the teacher will tell you the way (to another life).'"
4,14,2,"In time his teacher came back, and said to him: `Upakosala.' He answered: `Sir.' The teacher said: `Friend, your face shines like that of one who knows Brahman. Who has taught you?' `Who should teach me, Sir?' he said. He denies, as it were. And he said (pointing) to the fires: `Are these fires other than fires?' The teacher said: `What, my friend, have these fires told you?'"
4,14,3,"He answered: `This' (repeating some of what they had told him). The teacher said: `My friend, they have taught you about the worlds, but I shall tell you this; and as water does not cling to a lotus leaf, so no evil deed clings to one who knows it.' He said: `Sir, tell it {to} me.'"
4,15,1,"He said: `The person that is seen in the eye, that is the Self. This is the immortal, the fearless, this is Brahman. Even though they drop melted butter or water on him, it runs away on both sides."
4,15,2,"`They call him Samyadvama, for all blessings (vama) go towards him (samyanti). All blessings go towards him who knows this."
4,15,3,"`He is also Vamani, for he leads (nayati) all blessings (vama). He leads all blessings who knows this."
4,15,4,"`He is also Bhamani, for he shines (bhati) in all worlds. He who knows this, shines in all worlds."
