Chapter,Paragraph,Text
3,175,"from words and discriminations, having nothing to do with dualisticterminology.What is meant by an eternally-abiding reality? The ancient road ofreality, Mahamati, has been here all the time, like gold, silver, or pearlpreserved in the mine, Mahamati; the Dharmadhatu abides foreover,whether the Tathagata appears in the world or not; as the Tathagataeternally abides so does the reason (dharmata) of all things; realityforeover abides, reality keeps its order, like the roads in an ancient city.For instance, Mahamati, a man who is walking in a forest anddiscovering an ancient city with its orderly streets may enter into thecity, and having entered into it, he may have a rest, conduct himself likea citizen, and enjoy all the pleasures accruing therefrom. What do youthink, Mahamati? Did this man make the road along which he entersinto the city, and also the various things in the city?Mahamati said: No, Bhagavan.The Bhagavan said: Just so, Mahamati, what has been realised bymyself and other Tathagatas is this reality, the eternally-abiding reality(sthitita), the self-regulating reality (niyamata), the suchness of things(tathata), the realness of things (bhutata), the truth itself (satyata). Forthis reason, Mahamati, it is stated by me that from the night of theTathagata's Enlightenment till the night of his entrance into Nirvana, hehas not in the meantime uttered, nor ever will utter, one word. So it issaid:7. From the night of Enlightenment till that of Nirvana, I have not in themeantime made any proclamation whatever.18. It is on account of the deeper meaning that the eternally-abidingreality of self-realisation is talked of by me; and between myself and [allthe other] Buddhas, in this respect, there is no distinction whatever."
3,176,"At that time, Mahamati made this request of the Bhagavan: Pray tell me,Bhagavan, about the being and non-being of all things; and when myselfand other Bodhisattva-Mahasattvas are freed of the notions of beingand non-being, may we quickly attain supreme enlightenment.The Bhagavan replied: Then, Mahamati, listen well and reflect wellwithin yourself; I will tell you.Mahamati the Bodhisattva-Mahasattva said, Certainly, Bhagavan, andgave ear to the Bhagavan.Then the Bhagavan said: People of this world are dependent on twothings, Mahamati, that is, they are dependent on the idea of being andon that of non-being, and they fall into the views whereby they takepleasure either in nihilism or in realism. They imagine emancipationwhere there is no emancipation.Now, Mahamati, who are the people dependent on the notion of being?It means this that they regard the world as rising from causation which isreally existent, and that the actually existing and becoming world doesnot take its rise from causation which is non-existent. This will not bethe case if the world is something non-existing. They thus talk of thereally-existing world as arising from the reality of causation. This is therealistic view of causation as held by some people.Now, Mahamati, what is meant by being dependent upon the idea ofnon-being? It means, Mahamati, admitting greed, anger, and folly, andyet discriminating as regards the non-reality of what makes up greed,anger, and folly; and, Mahamati, there is one who does not admit thereality of things because of their being devoid of individual marks; andthere is another who, seeing that the Buddhas, Sravakas, andPratyekabuddhas are free from greed, anger, and folly, because of allthings being devoid of individual marks, [think that greed, anger, andfolly] do not exist.Now, Mahamati, who of these is the one doomed to ruin?"
3,177,"Said Mahamati; Bhagavan, it is he who, admitting greed, anger, andfolly, yet refuses to admit them.The Bhagavan said: Well said indeed, Mahamati! Again thou hastindeed spoken well, Mahamati! Not only is he himself doomed to ruinbecause of his notion of greed, anger, and folly as existent and yet asnot-existent, but he ruins even the character of the Buddha, theSravaka, and the Pratyekabuddha. Why? Because the passions are notto be taken hold of innerly and outwardly, because they are neitherdifferent nor not-different. Mahamati, greed, anger, and folly too are notto be taken hold of innerly as well as outwardly; they have no substanceof their own and they are not to be admitted; Mahamati, as there is noreality in the nature of greed, anger, and folly, [he who fails tounderstand this] is the one who ruins the character of the Buddha,Sravaka, and Pratyekabuddha. The Buddha, Sravaka, andPratyekabuddha are by nature emancipated as there is in them no causefor being bound and binding; Mahamati, [on the other hand,] wherethere is a state of being bound there are the binding and the cause ofbondage. [And yet there is] one who talks thus, [that is, deniescausation]; such is doomed to ruin. Mahamati, this characterises nihilismand realism.This is stated by me in accordance with the deeper sense. It is better tocherish the notion of an ego-substance as much as Mount Sumeru thanto have the notion of emptiness derived from the self-conceited view ofbeing and non-being. One who is conceited in the view of being andnon-being is indeed doomed to ruin. Those who are delighted incherishing notions of individuality and generality fail to understand thatan external world is nothing but Mind itself and has no reality; and asthey do not understand this they regard things external as transient, forthey suffer every moment changes which follow one after another, nowsplitting, now dividing, while the Skandhas, Dhatus, and ayatanassucceeding one another and combining with one another, now comeforward and now pass away. They who thus disregarding words of the"
3,178,"scriptures are given up to wrong discriminations are also doomed toruin. So it is said:9. As far as the duality of being and non-being extends, there is therealm of intellection; when this realm vanishes, intellection completelyceases.10. When the external world is not grasped [as real] there is neithercausation nor reality; there is the essence of suchness (thatata), which isthe [spiritual] realm of the wise.11. Those who believe in the birth of something that has never been inexistence and, coming to exist, finally vanishes away, --which leadsthem to assert that things come to exist, things pass away, according tocausation, --such people have no foothold in my teaching.12. It is not by the philosophers, not by the Buddhas, not by myself, notby anybody else, but by causation that being obtains; how can one talkof non-being?13. When being obtains by causation, who can bring about non-being?By reason of the wrong views based on the doctrine of birth, being andnon-being are discriminated.14. When it is realised that there is nothing born, nothing passing away,there is no way to admit its being and not-being; the world is to beregarded as quiescent."
3,179,"At that time again Mahamati the Bodhisattva-Mahasattva requested ofthe Bhagavan, saying: Pray point out to me, Bhagavan; pray point out tome, Sugata; pray point out to me, Tathagata, Arhat, Fully-EnlightenedOne! Pray tell me, Most Excellent One! What is the characteristic of therealisation by which I and other Bodhisattva-Mahasattvas, becomingthoroughly conversant with its meaning, may quickly attain the highest"
3,180,"enlightenment, and, relying upon themselves, will not be led away byany speculations or philosophies?Said the Bhagavan: Then listen well, Mahamati, and well reflect withinyourself; I will tell you.Mahamati the Bodhisattva-Mahasattva said; Certainly, I will; and gaveear to the Bhagavan.Thereupon the Bhagavan said this: There are two ways of characterisingthe realisation attained by all the Sravakas, the Pratyekabuddhas, andthe Bodhisattvas: the realisation itself and the teaching [about it]. Now,Mahamati, by the realisation itself is meant that it is the realm of innerattainment; its characteristic features are that it has nothing to do withwords, discriminations, and letters; that it leads one up to the realm ofnon-outflows; that it is the state of an inner experience; that it is entirelydevoid of philosophical speculations and [the doings of] evil beings; andthat, destroying philosophical speculations and [the doings of] evilbeings, it shines out in its own inner light of attainment. These,Mahamati, are the characteristics of the realisation.Now, Mahamati, what is meant by the teaching [concerning it]? It isvariously given in the nine divisions of the doctrinal works; it keeps oneaway from the dualistic notions of being and non-being, of oneness andotherness; first making use of skilful means and expedients, it induces allbeings to have a perception [of this teaching] so that whoever is inclinedtowards it, may be instructed in it. This, Mahamati, is the characteristicof the teaching. Let, therefore, Mahamati, you and other BodhisattvaMahasattvas exert yourselves in this.15. Realisation and teaching, self-attainment and doctrinal instruction-those who have an insight into the difference will not be led away byphilosophical authorities."
3,181,"16. There is no truth in any object that is imagined by the ignorant;deliverance is where there is no objective world; why is this not soughtby the speculators?17. The world of the Samskritas is observed as the continuation ofbirth-and-death, whereby dualisms are nourished, and because of thisperversion [the truth] is not perceived.18. There is just one truth, which is Nirvana--it has nothing to do withthe Manas (intellection); the world seen as subject to discriminationresembles a plantain tree, a dream,1 a vision.19. No greed there is, no anger, nor folly either, and again, no personalego; from desire start the Skandhas, which resemble a dream."
3,182,"At that time again Mahamati the Bodhisattva-Mahasattva requested ofthe Bhagavan, saying: Pray tell me, Bhagavan, pray tell me, Sugata,regarding what characterises wrong discrimination (abhutaparikalpa).Bhagavan, tell me as to the how, what, why, and who of wrongdiscrimination, which, when rising and going on, constitutes what isknown as wrong discrimination; that is to say, to what kind of thought isthe term wrong discrimination applicable? or what kind of discriminationis to be called wrong?The Bhagavan said: Well said, well said, Mahamati; and again, wellsaid, indeed, Mahamati! You who have been admitted [into the order ofBodhisattvas], Mahamati, think of this matter which is worth askingabout, for the welfare of many people, for the happiness of manypeople, because of your compassion for the world, for the benefit of themultitudes, for the welfare and happiness of celestial beings andhumankind. Therefore, Mahamati, listen well and reflect well withinyourself as I tell you.Certainly, Bhagavan; said Mahamati the Bodhisattva-Mahasattva, andgave ear to the Bhagavan."
3,183,"Then the Bhagavan said thus to him: When the multitudinousness ofobjects is wrongly imagined [as real] and attached to, discriminationgoes on evolving; and, Mahamati, as people are attached tenaciously tothe notion of grasping, as they have not ascertained in their minds as tothe nature of the objective world which is no more than the Mind itself,as they have fallen into the dualistic view of being and non-being, and,Mahamati, as they are nourished by the habit-energy of the views anddiscriminations of the philosophers, they perceive the multitudinousnessof external objects [as real] and become attached to them; and for thisreason a system of mentation--mind and what belongs to it --isdiscriminated and is spoken of [as real], and with the assertion of anego-soul and its belongings, the system goes on functioning.Said Mahamati: As you say, Bhagavan, when the multitudinousness ofexternal objects is wrongly imagined [as real] and attached to bypeople, discrimination goes evolving on; and they fall into the dualisticview of being and non-being,1 they nourish the views anddiscriminations of the philosophers which are based on the notion ofgrasped and grasping; and as they perceive the multitudinousness ofexternal objects [as real] and become attached to them, a system ofmentation--mind and what belongs to it --is discriminated and is spokenof [as real] and goes on functioning owing to the fact that the externalworld is not recognized as nothing but the Mind itself, and that themultitudinousness of things is tenaciously clung to as subject to [thenotion of] being and non-being. This being the case, Bhagavan, themultitudinousness of external objects which is characterised with thedualism of being and non-being, is to be said neither existent nor nonexistent, and does not render itself to the formation of the philosophicalviews. [Inasmuch as the external world owes its existence todiscrimination, it in itself must be said to be devoid of all forms ofdualism.] Bhagavan, in the same way the highest reality is declared to bedevoid of [all forms of logical analysis such as] the means of proof,sense-perception, syllogistic arguments, illustration, reasoning, etc. Howis it, Bhagavan, that while, on the one hand, the discrimination ofmultiplicity is said to go on operating on the strength of the attachment"
3,184,"which attaches itself to the multiplicity of external unrealities, theattachment, on the other hand, to the highest reality does not give rise todiscrimination which goes on functioning in its own way? Is it not,Bhagavan, unfair reasoning on your part to say, ""It gives rise [todiscrimination]"" in one place, and to say in another place, ""It does not""?2According to the Bhagavan, depending on and attaching to the dualismof being and non-being, there evolve views characteristic of wrongdiscrimination as when the magician produces varieties of people thatare not at all real and complete objects. Thus signs of existence andnon-existence are falsely imagined and go on so imagined; [but in factexistence itself is] devoid of discrimination. If so, how does one come tocherish the dualism as held by a man of the world?Said the Bhagavan: Mahamati, discrimination, indeed, does not evolve,nor is it put away. Why? Because there is no evolving of discriminationas regards being and non-being; because the perception of objectiverealities is not real; because all that is seen is to be recognized as nothingbut the Mind itself. Mahamati, discrimination does not evolve, nor is itput away. But, Mahamati, for the sake of the ignorant who are addictedto discriminating the multiplicity of things which are of their own Mind, itis said by me that discrimination whose first function is to produceeffects takes its rise owing to the attachment to the aspect of multiplicityas characteristic of objects. How otherwise, Mahamati, can the ignorantand simple-minded have an insight into the Mind itself which theydiscriminate, and see themselves freed from the notion of an ego andwhat belongs to it, and also freed from the wrong conception of causeand effect? And, again, how can they recognize that there is nothing butMind itself and cause a revulsion at the inmost seat of consciousness(citta-sraya)? How can they have a clear perception of all the stagesand attain the inner realisation of the Tathagatas, which transcends thefive Dharmas, the three Svabhavas, and the idea of reality as well asdiscrimination? For this reason, Mahamati, I state that discriminationtakes its rise from our attachment to the multiplicity of objects which arenot real, and that emancipation comes from our thoroughlyunderstanding the meaning of reality as it is and also the meaning ofmultiplicity of things which evolve from discrimination. So it is said:"
3,185,"20. Those who, regarding the world as evolving from causes andconditions, are attached to these notions as well as to the fourfoldproposition, fail to understand my teaching.21. The world cannot be predicated anywhere as being, or as nonbeing, or as being-and-non-being, as is discriminated by the ignorantwho regard it as subject to causes and conditions,22. When the world is seen [to be unpredicable with such notions as]being, non-being, or being-and-non-being, a change takes place in themind, and egolessness is attained.23. All things are unborn because they are born of causation; anythingthat is born of causation is an effect, and from an effect nothing isproduced.24. From an effect no effect is produced; [if you assert this,] youcommit the fault of a double effect; and this double effect beinguntenable, no existence comes from an effect.25. When the Samskrita [i. e. anything produced] is regarded as freefrom [the dualism of] depended and depending, there decidedly isMind-only, and hence my teaching of Mind-only.26. The [Mind as] norm is the abode of self-nature which has nothing todo with a world of causation; of this norm which is perfect existenceand the highest Brahma, 1 I speak.27. An ego-soul is a truth belonging to thought-construction, in whichthere is no real reality; the self-nature of the Skandhas is also a thoughtconstruction, as there is no reality in it.28. The sameness is of four kinds: individual forms, cause, the cominginto being,1 and the sameness of non-ego is the fourth: these aresubjects of discipline for the Yogins."
3,186,"29. [There is a state which is] removed from all philosophical views,free from imagined and imagining, of no attainment, and of no birth--thisI call Mind-norm.30. Of neither existence nor non-existence do I speak, but of Mindonly which has nothing to do with existence and non-existence, andwhich is thus2 free from intellection.31. Suchness (tathata), emptiness, realm of truth (dharmadhatu), thevarious forms of the will-body-- these I call Mind-only.32. Multiplicity of objects evolves from the conjunction of habit-energyand discrimination; it is born of Mind, but is regarded by people asexisting outwardly: this I call Mind-only.33. The external world is not, and multiplicity of objects is what is seenof Mind; body, property, and abode-- these I call Mind-only."
3,187,"At that time Mahamati the Bodhisattva-Mahasattva said this to theBhagavan: This is said by the Bhagavan that the BodhisattvaMahasattva and others should not grasp meaning [or reality, artha],according to words. But, Bhagavan, why should not the BodhisattvaMahasattva grasp meaning from words? What are words? What ismeaning?Said the Bhagavan: Then, Mahamati, listen well and reflect withinyourself well; I will tell you.Thereupon said Mahamati the Bodhisattva-Mahasattva, Certainly,Bhagavan; and gave ear to the Bhagavan.The Bhagavan then said this to him: Now, Mahamati, how is speechproduced? Depending on discrimination and habit-energy [or memory]as the cause, there is the conjunction and the distinction of sounds and"
3,188,"letters, which, issuing from the teeth, jaws, palate, tongue, lips, and thecavity of the mouth, make mutual conversations possible. This isspeech. Now, Mahamati, what is meaning? The BodhisattvaMahasattva is said to have grasped meaning well, when, all alone in alonely place, he walks the path leading to Nirvana, by means of histranscendental wisdom (prajna) which grows from learning, thinking,and meditation, and causing a revulsion first at the source of habitenergy by his self-knowledge (svabuddhi), abides on the stages of selfrealisation where he leads a life full of excellent deeds.Further, Mahamati, the Bodhisattva-Mahasattva who is conversant withwords and meaning observes that words are neither different nor notdifferent from meaning and that meaning stands in the same relation towords. If, Mahamati, meaning is different from words, it will not bemade manifest by means of words; but meaning is entered into bywords as things [are revealed] by a lamp. It is, Mahamati, like a mancarrying a lamp to look after his property. [By means of this light] hecan say: This is my property and so is kept in this place. Just so,Mahamati, by means of the lamp of words and speech originating fromdiscrimination, the Bodhisattva-Mahasattvas can enter into the exaltedstate of self-realisation which is free from speech-discrimination.Further, Mahamati, if a man becomes attached to the [literal] meaningor words and holds fast to their agreement in regard to the original stateof Nirvana which is unborn and undying, the Triple vehicle, the onevehicle, the five [Dharmas], mentation, the [three] Svabhavas, etc., hewill come to cherish views either affirmative or negative. As varieties ofobjects are seen in Maya and are discriminated [as real], statements areerroneously made, discriminations erroneously go on. It is by theignorant that discriminations thus go on; it is otherwise with the wise.So it is said:34. 1Those who following words, discriminate and assert variousnotions, are bound for hell because of their assertions."
3,189,"35. The ego-soul is not with the Skandhas, nor are the Skandhas in theego-soul. They are not as they are discriminated, nor are theyotherwise.36. The reality of objects is seen being discriminated by the ignorant; ifit were so as they are seen, all would be seeing the truth.37. As all things are unreal, there is neither defilement nor purity; thingsare not as they are seen, nor are they otherwise."
3,190,"Further, Mahamati, I will tell you about the features of Jnana (absoluteknowledge) and Vijnana (relative knowledge)2; and when you andother Bodhisattva-Mahasattvas are well conversant with thesedistinctive features of Jnana and Vijnana, you will quickly realisesupreme enlightenment. There are three kinds of Jnana--worldly, superworldly, and transcendental. Now, worldly knowledge belongs to thephilosophers and to the ignorant and simple-minded who are attachedto the dualistic views of being and non-being. Super-worldly knowledgebelongs to all the Sravakas and Pratyekabuddhas who are attached tothe notions of individuality and generality. Transcendental knowledgewhich is free from the dualism of being and non-being, belongs to theBodhisattvas and takes its rise when they thoroughly examine things ofimagelessness, see into the state of no-birth and no-annihilation, andrealise egolessness at the stage of TathagatahoodVijnana is subject to birth and destruction, and Jnana is not subject tobirth and destruction. Further, Mahamati, Vijnana falls into [the dualismof] form and no-form, being and non-being, and is characterised withmultiplicity; but Jnana is marked with the transcendence of [the dualismof] form and no-form. Further, Mahamati, Vijnana is characterised withaccumulation and Jnana with non-accumulation. Jnana is of three kinds:that which assertains individuality and generality, that which assertainsbirth and decay, and that which assertains no-birth and no-decay."
3,191,"Further, Mahamati, Jnana is devoid of attachment; Vijnana attachesitself to the multitudinousness of objects. Again, Vijnana is producedfrom the concordance of the triple combination; Jnana, in its self-nature,has nothing to do with combination or concordance. Again, Mahamati,2Jnana is characterised with unattainability; it is the inner state of selfrealisation by noble wisdom, and as it neither enters nor goes out, it islike the moon in water. So it is said:38. Karma is accumulated by Citta, and discriminated by Jnana; andone acquires by Prajna the state of imagelessness and the powers.39. Citta is bound up with an objective world, Jnana evolves withreflection; and Prajna evolves in the exalted state of imagelessness andin the excellent conditions.40. Citta, Manas, and Vijnana are devoid of thoughts anddiscriminations;3 it is the Sravakas and not the Bodhisattvas that try toreach reality by means of discrimination.41. The Tathagata's Jnana is pure, [resting] in quietude in the mostexcellent patience [or recognition of truth]; it is productive of excellentsense and is devoid of purposive-ness (samudacara-varijitam).42. Prajna, with me, is of three kinds; whereby the wise grow powerful,individual signs are discriminated, and all things are manifested.143. My Prajna has nothing to do with the two vehicles, it excludes theworld of beings; that of the Sravakas evolves from their attachment tothe world of beings; the Tathagata's Prajna is spotless2 because of itsbeing in accord with Mind-only."
3,192,"Further, Mahamati, there are nine kinds of transformation as held by thephilosophers endorsing the doctrine of transformation. They are: (1) thetransformation of form; (2) the transformation of characteristics; (3) thetransformation of cause; (4) the transformation of concordance; (5) the"
3,193,"transformation of view; (6) the transformation of origin; (7) thetransformation of nature; (8) the transformation of manifest conditions;and (9) the transformation of manifest work. These, Mahamati, are thenine views of transformation expounded by all the philosophers inaccordance with their secret teaching, and they are all founded upon thedualism of being and non-being.Now, Mahamati, by the transformation of form is meant the alteration ofform in appearance as gold takes various shapes when made into allkinds of ornament. For example: gold is seen made into a bracelet, anecklace, a fylfot, or what not; though the gold itself remains the same,varieties of articles [made of it] are all different in form, that is, in theirtransformations. In the same way, Mahamati, there is a generaltransformation of things which is discriminated by other philosophers ascoming from a causal agency. They are not right, nor are theyotherwise. All differentiation in transformation is to be regarded as dueto discrimination, such as the thickening of milk into curds and theripening of fruit into a liquor. Mahamati, like this thickening and ripeningeach transformation is a transformation rising from discrimination, whichis discriminated by the philosophers; really there is nothing transformed,for the external objects of which being and non-being are discriminated,are what is seen of Mind itself and have no reality of their own. In thesame way, Mahamati, what is regarded by the ignorant and simpleminded as the evolving of objects is no more than the discrimination oftheir own mind, and, Mahamati, there is really nothing evolving, nothingdisappearing, as it is like seeing things that evolve in a vision and adream. Mahamati, it is like perceiving the rise and disappearance ofthings in a dream; it is like the birth and death of a barren woman'schild. So it is said:44. The transformation of the form in time, and the embracing [of thesoul] in the elements and sense-organs, which is in its middle-wayexistence (antarabhava)--they who [thus] imagine [the birth of a child]are not wise men."
3,194,45. The Buddhas do not discriminate the world as subject to the chainof origination; but they regard the causation which rules this world assomething like the city of the Gandharvas.
3,195,"At that time, Mahamati the Bodhisattva-Mahasattva asked theBhagavan to explain concerning the deep-seated attachment to theexistence of all things and the way of emancipation, saying: Pray tell me,Bhagavan, pray tell me Tathagata, Arhat, Fully-Enlightened One,concerning the characteristics of our deep attachment to existence andof our detachment from it. When I and other Bodhisattva-Mahasattvasunderstand well the distinction between attachment and detachment, weshall know what is the skilful means concerning them, and shall no morebecome attached to words according to which we grasp meaning.When we understand well what is meant by attachment to the existenceof all things and the detachment from them, we shall destroy ourdiscrimination of words and letters; and, by means of our wisdom(buddhi), enter into all the Buddha-lands and assemblies; be wellstamped with the stamp of the powers, the self-control, the psychicfaculties, and the Dharanis; and, well furnished with the wisdom(buddhi) in the ten inexhaustible vows and shining with varieties of rayspertaining to the Transformation Body, behave ourselves witheffortlessness like the moon, the sun, the jewel, and the elements; andhold such views at every stage as are free from all the signs of selfdiscrimination; and, seeing that all things are like a dream, like Maya,etc., [shall be able to] enter the stage and abode of Buddhahood, anddeliver discourses on the Dharma in the world of all beings and illaccordance with their needs, and free them from the dualistic notion ofbeing and non-being in the contemplation of all things which are like adream and Maya, and free them also from the false discrimination ofbirth and destruction; and. finally, [shall be able to] establish ourselveswhere there is a revulsion at the deepest recesses [of ourconsciousness], which is more than words [can express].Said the Bhagavan: Well said, well said, Mahamati! Listen well to methen, Mahamati, and reflect well within yourself; I will tell you."
3,196,"Mahamati the Bodhisattva-Mahasattva said, Certainly, I will, Bhagavan;and gave ear to the Bhagavan.The Bhagavan said to him thus: Mahamati, immeasurable is our deepseated attachment to the existence of all things the significance of whichwe try to understand after words. For instance, there are the deepseated attachments to signs of individuality, to causation, to the notion ofbeing and non-being, to the discrimination of birth and no-birth, to thediscrimination of cessation and no-cessation, to the discrimination ofvehicle and no-vehicle, of Samskrita and Asamskrita, of thecharacteristics of the stages and no-stages, and the attachment todiscrimination itself, and to that arising from enlightenment, theattachment to the discrimination of being and non-being on which thephilosophers are so dependent, and the attachment to the triple vehicleand the one vehicle, which are discriminated.These and others, Mahamati, are the deep-seated attachmentscherished by the ignorant and simple-minded to their discriminations.Tenaciously attaching themselves to these the ignorant and simpleminded go on ever discriminating like the silk-worms who, with theirown thread of discrimination and attachment, enwrap not onlythemselves but others and are charmed with the thread; and thus theyare ever tenaciously attached to the notions of existence and nonexistence. [But really] Mahamati, there are no signs here of deep-seatedattachment or detachment. All things are to be seen as abiding insolitude where there is no evolving of discrimination. Mahamati, theBodhisattva-Mahasattva should have his abode where he can see allthings from the viewpoint of solitude.Further, Mahamati, when the existence and non-existence of theexternal world are understood to be due to the seeing of the Mind itselfin these signs, [the Bodhisattva] can enter upon the state ofimagelessness where Mind-only is, and [there] see into the solitudewhich characterises the discrimination of all things as being and nonbeing and the deep-seated attachments resulting therefrom. This being"
3,197,"so, there are in all things no signs of a deep-rooted attachment or ofdetachment. Here, Mahamati, is nobody in bondage, nobody inemancipation, except those who by reason of their perverted wisdom1recognize bondage and emancipation. Why? Because in all thingsneither being nor non-being is to be taken hold of.Further, Mahamati, there are three attachments deep-seated in theminds of the ignorant and simple-minded. They are greed, anger, andfolly; and thus there is desire which is procreative and is accompaniedby joy and greed; closely attached to this there takes place a successionof births in the [five] paths. Thus there are the five paths of existence forall beings who are found closely attached [to greed, anger, and folly].When one is cut off from this attachment, no signs will be seen indicativeof attachment or of non-attachment.Further, Mahamati, depending upon and attaching to the triplecombination which works in unison, there is the continuation of theVijnanas incessantly functioning; and because of the attachment there isa continued and deep-felt assertion of existence. When the triplecombination which causes the functioning of the Vijnanas no more takesplace, there is the triple emancipation, and when this is kept in view,there is no rising of any combination. So it is said:46. The imagining of things not existent--this is characteristic ofattachment [deeply seated in all beings]; when the truth of this isthoroughly understood, the net of attachment is cleared away.47. The ignorant take hold of the knowledge of existence according towords and are bound up like the silk-worm with their owndiscriminations; hence their ignorance of attachment [deeply seated intheir minds]."
3,198,"Further, Mahamati said: According to the Bhagavan, in all things thatare variously discriminated by discrimination there is no self-nature, as itis nothing but [the creation of] false imagination (parikalpita); if,"
3,199,"Bhagavan, it is but [the creation of] false imagination and there is nothingin the world which is to be conceived as indicative of self-nature, does itnot, Bhagavan, come to this, according to your statement, that there isneither defilement nor purification, because all things are of the nature offalse imagination?Said the Bhagavan: Mahamati, it is just as you say. The self-nature ofthings is the discrimination of the ignorant and simple-minded, and it isnot as it- is discriminated by them. Mahamati, it is the creation of falseimagination; nothing indicative of self-nature is to be ascertained. But,Mahamati, there is the self-nature of things such as is ascertained by thewise, by their wise knowledge, by their wise insight, by their wisetranscendental vision.Said Mahamati: Bhagavan, if there is the self-nature of things such as isascertained by the wise, by their wise knowledge, by their wise insight,by their wise transcendental vision which is neither human nor celestialvision, and if there is no such self-nature as is discriminated by theignorant and simple-minded, how, Bhagavan, can the ignorant and thesimple-minded abandon their discriminations, as they have no way torecognize the presence of an exalted reality (aryabhavavastu)? For theyare neither perverted nor unperverted, Bhagavan. [that is, they are whatthey are]. Why? Because they are unable to have an insight into the selfnature of exalted reality, because they see the course of things in theaspect of being and non-being. And Bhagavan, the reality1 cannot besuch as is discriminated even by the wise, because the aspect of realityas it is in itself cannot be an object [of discrimination by anybody];because, Bhagavan, what appears to the wise as the self-nature ofreality is no more than the creation of their imagination, which ispredicable with the notion of causation and no-causation; that is, theyalso cherish in their own way the idea of a being with self-nature. [Andthey would say] that this is a realm that belongs to somebody else and isnot that [of the ignorant]. This is committing the fault of non-finality, forthus what constitutes the self-nature of reality becomes impossible toknow. Bhagavan, what is derived from the imagination cannot be theself-nature of reality. How is it that while things are said to exist owing"
3,200,"to the imagination2 [or discrimination], they are said again not to besuch as are imagined?Bhagavan, [it is true that] according to the way the imagination is carriedon, the self-nature of reality conceived may vary; for when the cause isnot alike, the notion of reality that thus comes to be cherished may notbe alike. But according to you, Bhagavan, while the imagination is kepton going with the wise as well as with the ignorant, the latter alone fail tosee reality as it is; and yet you tell us that the reason why it is said thatthings are not really such as are imagined by the imagination is to makeall beings discard their imagination. Now, Bhagavan, is it that in order tohave all beings free from the notion of being [which is realism] and ofnon-being [which is nihilism], you in turn make them cherish a realisticview of existence1 by telling them to uphold the idea of the self-natureof reality, whereby they are led to cling to the realm of noble wisdom?Why do you deny the truth of solitude by teaching the doctrine of realitywhose self-nature is [according to you] noble wisdom?Said the Bhagavan: Mahamati, it is not true that I deny truth of solitude,nor that I fall into a realistic view by upholding the noble doctrine ofself-existing reality. But in order to save all beings from becomingfrightened, who are addicted from beginningless past to the notion ofself-nature, it is told them that there is truth of solitude, after makingthem realise by means of noble wisdom that reality in its self-nature ismade the subject of attachment [by the ignorant]. Mahamati, thedoctrine of self-nature is not taught by me. But, Mahamati, those whohave realised by themselves truth of solitude as it really is and areabiding in it, will see that [this existence of] error has no form; andthereby knowing that what is seen is nothing but the Mind itself, they arekept away from [dualistically] viewing an external world3 under theaspect of being and non-being; they are stamped well with the stamp ofsuchness which is gained by the triple emancipation; they will have anintuition into the self-nature of all things by the wisdom which is acquiredwithin themselves, and thus get away from such ideas of reality as tolead themselves to realism and nihilism."
3,201,"Further, Mahamati, the thesis: ""All things are unborn"" is not to bemaintained by the Bodhisattva-Mahasattva as valid. Why? Of this thesisit is to be stated that anything of which something is asserted partakesthereby of the nature of being, and that the reason for this thesis ischaracterised with the quality of birth; while it is being asserted by theBodhisattva-Mahasattva that all things are unborn, the very assertiondestroys his thesis. The thesis that all things are unborn acts against theone who holds it because it is born of the principle of mutuality. Evenwhen this thesis of no-birth is to be maintained within the extent ofexistence itself, the notion of no-birth cannot hold itself in it, and thestatement, the thesis, that all things are unborn is destroyed since it isdependent on the members of the syllogism. As regards the thesismaintaining the no-birth1 of being and non-being, Mahamati, this thesis,to be valid, must be within the limits of existence itself; but there is noaspect of existence which can be regarded either as being or as nonbeing. If, Mahamati, the no-birth of all things is to be asserted by thisthesis of no-birth, the very attempt defeats the thesis itself.2 Therefore,this thesis is not to be upheld. Because many faults come out inconnection with the members of the syllogism, and because in thesesyllogistic members there is a mutual mixing-up of reasons, this thesis isnot to be upheld.As with [the thesis that] all things are unborn, so with [the thesis that] allthings are empty and have no self-nature--neither is to be maintained bythe Bodhisattva-Mahasattva. But, Mahamati, this is to be pointed outby the Bodhisattva-Mahasattva, that things in their self-nature are likeMaya, like a dream; for they are in one way perceived [as existing] andin another way are not perceived [as such], and all things are thus seenin [two] ways, in accordance either with knowledge or ignorance. Let itbe pointed out that all things are like Maya and a dream, except whenthe feeling of fear is aroused in the minds of the ignorant. Mahamati, theignorant and the simple-minded are addicted to the views of being andnon-being, and are liable to tremble [at our teaching]; Mahamati, letthem not be frightened away from the Mahayana. So it is said:"
